title,url,image url,description,verdict,pros,cons,price
Realme 3 Pro ,https://www.techadvisor.com/review/realme-3-pro-3698922/,https://www.techadvisor.com/cmsdata/reviews/3698922/realme_3_pro_review_thumb800.jpg,"We have tested the Realme 3 Pro, a budget phone with great specs for an insane price. Here’s our full review.",,,,
PC Specialist Vulcan S2 ,https://www.techadvisor.com/review/pc-specialist-vulcan-s2-3699024/,https://www.techadvisor.com/cmsdata/reviews/3699024/pc_specialist_vulcan_s2_review_thumb800.jpg,The Vulcan S2 deploys an RTX 2070 to offer more gaming power than its rivals at a lower price. Find out more about this PC Specialist gaming machine in our full review.,"This PC Specialist system deploys an RTX 2070 to offer rival-beating gaming performance at 1080p and 1440p – and it’ll handle VR headsets and high refresh-rate screens, too.",,,Unavailable
Fitbit Ace 2 ,https://www.techadvisor.com/review/fitbit-ace-2-review-3699026/,https://www.techadvisor.com/cmsdata/reviews/3699026/fitbit-ace-2-fitness-trackers_thumb800.jpg,Fitbit’s latest health and fitness tracker for kids will motivate not just your kids but the whole family,,,,$69.95
Lavazza Deséa ,https://www.techadvisor.com/review/lavazza-desea-3698977/,https://www.techadvisor.com/cmsdata/reviews/3698977/lavazza_desea_review_thumb800.jpg,Pod coffee machines are typically basic but the Lavazza Deséa can make you all kinds of coffee at the touch of a button. Read our review to find out more.,If you want a capsule coffee machine that can do a lot of different drinks then the Lavazza Deséa is a great choice for many reasons.,,,Not available in US
Lenovo V330-14ARR ,https://www.techadvisor.com/review/lenovo-v330-14arr-3699095/,https://www.techadvisor.com/cmsdata/reviews/3699095/lenovo_v330-14_review_thumb800.jpg,"The Lenovo V330 is a powerful budget laptop, but it's not easy on the eyes – both in terms of looks and display. Find out why in our full review.",,,,
Creative Muvo Play ,https://www.techadvisor.com/review/creative-muvo-play-3698838/,https://www.techadvisor.com/cmsdata/reviews/3698838/creative_muvo_play_review_thumb800.jpg,Looking for a cheap Bluetooth speaker that packs a punch? Find out why the Muvo Play is a good choice in our full review.,There's little to dislike about the Muvo Play which provides what most people will be looking for in a cheap Bluetooth speaker.,,,
Amazon Echo Input ,https://www.techadvisor.com/review/amazon-echo-input-review-3691210/,https://www.techadvisor.com/cmsdata/reviews/3691210/amazon-echo-input-review-in-hand_thumb800.jpg,It's an Echo for people who can't put up with the quality of the usual built-in speakers and want to use Alexa to listen to music on their own speakers. Here's our Echo Input review.,"It's an Echo Dot without the built-in speaker and is great if you want to add Alexa to your own speakers. But you can do the same with an Echo Dot, which can often be found for less money.",,,$34.99
Ultimate Ears Wonderboom 2 ,https://www.techadvisor.com/review/ultimate-ears-wonderboom-2-3699397/,https://www.techadvisor.com/cmsdata/reviews/3699397/ultimate_ears_wonderboom_2_review_thumb800.jpg,"Ultimate Ears has improved the design, battery life and sound quality of its pint-sized Bluetooth speaker. Here's our Wonderboom 2 review.","As long as the price isn't too high for you, there's almost nothing to dislike about the Wonderboom 2.",,,$99.99
iLife Shinebot W400 Review,https://www.techadvisor.com/review/ilife-shinebot-w400-3699289/,https://www.techadvisor.com/cmsdata/reviews/3699289/ilife_shinebot_w400_2_thumb800.jpg,"Robot vacuums are quickly becoming commonplace, so it was only a matter of time before we'd be automating the mopping too. The W400 from iLife is a shining example of how much easier your chores could be.","A luxury item that takes us one step closer to the fully automated home, the Shinebot W400 iLife can support a robot vacuum with automated mopping of your hard floors.",,,$229.99
Gtech HyLite ,https://www.techadvisor.com/review/gtech-hylite-3699282/,https://www.techadvisor.com/cmsdata/reviews/3699282/gtech_hylite_review_2_thumb800.jpg,"The Gtech HyLite is one of the smallest and lightest cordless vacuums we've ever tested, but it still packs enough power for the average home","If you’ve got pets in the house (or just some seriously shaggy carpets) then the Gtech HyLite won’t keep up. But for everyone else this is an affordable contender with an astonishingly compact design, and proof that good things come in small packages.",,,Not available in US
Kingston KC2000 ,https://www.techadvisor.com/review/kingston-kc2000-3699249/,https://www.techadvisor.com/cmsdata/reviews/3699249/kingston_kc2000_review_thumb800.jpg,"Using 96-layer 3D NAND memory modules and a new Silicon Motion controller, the Kingston KC2000 is built for both speed and longevity. Here is our full review.","The KC2000 might not scrape the bottom of the PCI bandwidth barrel, but it delivers enough reading and writing speed to outshine any SATA connected storage.",,,From $62.40
Easyspace ,https://www.techadvisor.com/review/easyspace-3698402/,https://www.techadvisor.com/cmsdata/reviews/3698402/easyspace_review_1_thumb800.png,We like what we see in Easyspace though potential users should be aware that there are changes looming on the horizon.,"Easyspace delivers a neat website building package, but for now you’re probably best avoiding that and heading in the direction of its WordPress deals.",,,From $4 per month
Sure Petcare Microchip Pet Feeder ,https://www.techadvisor.com/review/sure-petcare-microchip-pet-feeder-review-3698429/,https://www.techadvisor.com/cmsdata/reviews/3698429/sure-petcare-microchip-pet-feeder_thumb800.jpg,The Microchip Pet Feeder is a well-designed if pricey solution if you want to stop one of your cats stealing another's food or - using the new Connect model - monitor what they're eating for health reasons.,"If you want to stop one of your cats stealing another's food - or have cats with different dietary needs, the ",,,Standard version $156.78. Connect $179.99
Xbox One S vs Xbox One S All-Digital,https://www.techadvisor.com/review/xbox-one-s-vs-all-digital-3699373/,https://www.techadvisor.com/cmsdata/reviews/3699373/xbox_one_s_vs_all_digital_thumb800.jpg,"As Microsoft's latest console waves goodbye to the optical drive, we compare the offerings of the Xbox One S and All-Digital","The Xbox One S All-Digital sounds great on the surface – who doesn’t want a cheaper Xbox? But cutting the disc drive could prove more costly in the long-term, and it's currently cheaper to buy the upgraded Xbox One S in the UK and US right now.",,,$399
Wix ,https://www.techadvisor.com/review/wix-3698465/,https://www.techadvisor.com/cmsdata/reviews/3698465/wix_review_1_thumb800.png,Wix has lots of users and it’s easy to see why: it offers a great site builder that delivers content quickly. Here's our review.,Creating websites can be a stressful business but Wix has found a way of bypassing the fear and trepidation with its cool editing tools.,,,From $5 per month (free version available)
1&1 IONOS ,https://www.techadvisor.com/review/ionos-3698492/,https://www.techadvisor.com/cmsdata/reviews/3698492/1_amp_1_ionos_review_7_thumb800.png,"With a raft of useful tools which are easy to use, 1&1 IONOS website building package makes a lot of sense for fledgling projects. It's also a great value web hosting platform.","If you can circumnavigate the slightly tangled selection of products and explore the inner workings of both the hosting and email on offer then 1&1 IONOS should not disappoint. For additional reassurance there’s a 30-day money back guarantee, and overall it’s one of the better choices for hosting your website right now.",,,From $1 per month
EE 5G : How fast is 5G in the UK?,https://www.techadvisor.com/review/ee-5g-how-fast-is-5g-in-uk-3698462/,,We got our hands on one of the first 5G phones in the UK and roamed around London. Turns out it’s not all about the speed,"As promised, 5G is incredibly fast when downloading large files and makes the whole phone feel faster with barely any pauses when streaming. Web loading is faster, and it's all helped along by the high-end smartphones you are currently limited to.",,,
Asus ZenBook S13 ,https://www.techadvisor.com/review/asus-zenbook-s13-3690382/,https://www.techadvisor.com/cmsdata/reviews/3690382/asus_zenbook_s13_review_thumb800.jpg,"The Asus ZenBook S13 packs a whole lot of power into a small, beautifully designed package that even features a unique 'reverse' notch","Right now you cannot find an ultrabook that crams specs like this into a body this small, and the S13 does it all while under-cutting most of the market on price. That's not even mentioning the reverse notch, which keeps the bezels slim while providing a handy lip for opening the laptop.",,,"$1,399.99"
Lego Star Wars: The Skywalker Saga p,https://www.techadvisor.com/review/lego-star-wars-skywalker-saga-3698491/,https://www.techadvisor.com/cmsdata/reviews/3698491/lego-star-wars-skywalker-preview_thumb800.jpg,"We've seen The Skywalker Saga at E3 2019 and it's clear that this isn't just another Lego Star Wars game. Our preview explains how this brings much needed upgrades, while keeping what we've always loved at the heart.","If you've enjoyed previous Lego games, especially the Star Wars editions, then we're pretty confident you're going to love this.",,,$59.99
Adata SD600Q External SSD ,https://www.techadvisor.com/review/adata-sd600q-3698455/,https://www.techadvisor.com/cmsdata/reviews/3698455/adata_sd600q_review_thumb800.jpg,"Adata is always exploring new memory tech and its latest release, the SD600Q, is a mobile SSD that combines 3D NAND Flash memory with SLC and DRAM caching in a rugged and portable design. Here's our full review.",A robustly built drive with enough performance over USB 3.1 that it can copy the contents from or to a computer internal SATA SSD rapidly.,,,$39.99 (240GB) | $59.99 (480GB) | $99.99 (960GB)
Hostinger ,https://www.techadvisor.com/review/hostinger-3698399/,https://www.techadvisor.com/cmsdata/reviews/3698399/hostinger_review_1_thumb800.png,"If you’re looking to get really stuck in to your business-based website then Hostinger is a good choice, with virtually unlimited options.","We like the powerful range of options with a Hostinger account and it delivers a rock-solid end product, just as long as you’re up for the creative challenge.",,,From $0.99 per month (4-year subscription)
HostGator ,https://www.techadvisor.com/review/hostgator-3698349/,https://www.techadvisor.com/cmsdata/reviews/3698349/hostgator_review_5_thumb800.png,HostGator is a great-value hosting provider. It also makes site creation for the uninitiated a slick and straightforward exercise that lets you publish pages in double-quick time.,HostGator has a website builder option that quietly grows on you as well as offering more powerful options for the more adventurous site designer.,,,"$2.75 per month (3 years), $6.95 per month thereafter"
Weebly ,https://www.techadvisor.com/review/weebly-3698476/,https://www.techadvisor.com/cmsdata/reviews/3698476/weebly_review_1_thumb800.png,Explore your hidden creative side and create a great-looking site with no technical knowledge using the super-simple Weebly.,"Weebly offer a website building experience that's easy and not stressful, and the end result can be a lot better than you might have been expecting. It's firmly aimed at novices, and isn't the cheapest, but it's still a great choice.",,,From $5 per month (when paid annually)
SiteGround ,https://www.techadvisor.com/review/siteground-3698377/,https://www.techadvisor.com/cmsdata/reviews/3698377/siteground_review_1_thumb800.png,SiteGround offers a chunky selection of tools for website creation that revolves around the WordPress platform. Here's our review.,"There’s plenty to keep the beginner happy within the Site Ground space, but it’s also got lots of tools that aid expansion and growth of your online projects.",,,"$8.18 per month (1 year), £16.37 per month thereafter"
Bluehost ,https://www.techadvisor.com/review/bluehost-3698356/,https://www.techadvisor.com/cmsdata/reviews/3698356/blue_host_review_2_thumb800.png,"Not the cheapest option, but Bluehost is nonetheless a good choice for web hosting if you plan to use WordPress or already have a WordPress site. Here's our review.",Building a Bluehost website is straightforward enough thanks to the way it connects with WordPress for an instant but powerful shot of creative help. It might not be the simplest online tool to use but it packs a creative punch.,,,"$3.95 per month (3 years), $8.99 per month thereafter"
Z-Edge Z3D dash cam ,https://www.techadvisor.com/review/z-edge-z3d-3698607/,https://www.techadvisor.com/cmsdata/reviews/3698607/zedge_z3d_dashcam_review_thumb800.png,"The Z-Edge Z3D dash cam system is amongst the most budget-friendly two-camera systems on the market, but does the performance reflect the price? Find out in our review.","If you’re on the market for a dash cam that doesn’t break the bank, the Z-Edge Z3D system is a decent option – especially with premium features like built-in GPS and separate cameras for recording the front and rear of the car. ",,,Around $150
The Sinking City ,https://www.techadvisor.com/review/sinking-city-3698637/,https://www.techadvisor.com/cmsdata/reviews/3698637/the_sinking_city_backpack_thumb800.jpeg,"The latest Cthulhu game has its charms, but mostly if you already love your Lovecraft - otherwise The Sinking City's rough edges might hold you at bay",Rough edges run through The Sinking City - both the city and the game itself - but in the case of the latter it’s mostly down to over-ambition.,,,$59.99
Nokia 4.2 ,https://www.techadvisor.com/review/nokia-4-2-3698569/,https://www.techadvisor.com/cmsdata/reviews/3698569/nomia_4_2_review_thumb800.jpg,"At £150, Nokia's budget handset has to be compared to the very best cheap phones. How does it stack up?","The 4.2 has shown that Nokia can still produce good hardware, and combined with the slick user interface on Android One it provides an enjoyable user experience. This fully featured modern handset produces consistently solid performance, with above average cameras and impressive battery life. ",,,£189
Breville Barista Max VCF126 ,https://www.techadvisor.com/review/breville-barista-max-vcf126-3799506/,https://www.techadvisor.com/cmsdata/reviews/3799506/breville_barista_max_espresso_review_thumb800.jpg,Can a bean-to-cup espresso machine that comes in at under £300 be any good? We find out,"With an inbuilt conical burr grinder, this espresso machine delivers a lot of bang for (just) under £300. We'd recommend it for people looking to upgrade from a pod coffee maker.","Pros,Price, Convenience, Solid build","Cons,Negligible for this price point",Not currently available in the US
Oppo Reno 4 Pro 5G ,https://www.techadvisor.com/review/oppo-reno-4-pro-5g-3799371/,https://www.techadvisor.com/cmsdata/reviews/3799371/oppo_reno_4_pro_5g_hero_outdoor_thumb800.jpg,"The top entry in Oppo's current Reno 4 series, the Reno 4 Pro 5G slots itself in amongst some of the company's best phones of 2020 and takes a lead on design innovation too","An incredible all-round with a beautiful design, standout video capture capabilities and excellent fast charging. Just be sure this phone's makeup is exactly what you're looking for, otherwise, you can find similar for a lot less.","Pros,Slim, attractive design,Great performance,Rapid charging,Solid cameras","Cons,ColorOS won't suit everyone,No IP certification,A little pricey,Low grip",N/A
HomePod Mini ,https://www.techadvisor.com/review/homepod-mini-3799647/,https://www.techadvisor.com/cmsdata/reviews/3799647/homepod_mini_review_8_thumb800.jpeg,"The HomePod Mini certainly packs a punch, but is it smart enough to compete with the likes of the fourth-gen Amazon Echo?","The HomePod Mini excels in the audio department despite its small stature, but it falls over in terms of connectivity - not just the smart devices it can control, but the smartphones and services it's compatible with. ","Pros,Incredible sound, Small and inconspicuous, Siri is getting smarter","Cons,Not as smart as other speakers, Only compatible with Apple devices, No Bluetooth connectivity",$99
Lenovo IdeaPad Flex 5 ,https://www.techadvisor.com/review/lenovo-ideapad-flex-5-3799148/,https://www.techadvisor.com/cmsdata/reviews/3799148/lenovo-ideapad-flex-5-intel-15-review-main_thumb800.jpg,"Lenovo's latest flexible friend will last a whole working day, and have enough juice for a Netflix binge on the train home","The Lenovo IdeaPad Flex 5 is a decent laptop-tablet hybrid that's well-suited for work and play. The lightweight build and long battery life make it a good choice for commuting and travelling, but the display is of middling quality, and some design choices, namely the trackpad, are a little awkward.","Pros,All-day battery life, Solid build quality, Plenty of ports","Cons,Slow to recharge, So-so display, Cramped trackpad",From $674.99
Samsung S60T soundbar ,https://www.techadvisor.com/review/samsung-s60t-soundbar-3799726/,https://www.techadvisor.com/cmsdata/reviews/3799726/samsung_soundbar_s60t_11withtv_thumb800.jpg,"The Samsung S60T offers the company's premium design and audio technology at a cheaper price, but it's not the perfect mid-range soundbar.","The Samsung S60T is a great looking soundbar that brings the company's Acoustic Beam technology at a cheaper price point, but seemingly at the cost of connectivity options. ","Pros,Premium design, More compact than rivals, Acoustic Beam tech performs well","Cons,No AirPlay or Chromecast, No wireless subwoofer, No display",$329.99
Doogee S58 Pro ,https://www.techadvisor.com/review/doogee-s58-pro-3799679/,https://www.techadvisor.com/cmsdata/reviews/3799679/review-doogee-s58-pro_thumb800.jpg,"The S58 Pro offers excellent durability at an affordable price, but it's lacking in some other key areas",,"Pros,Great durability, Very affordable, Long battery life","Cons,Below par cameras, Poor processor",From $229.99
SanDisk Extreme Portable SDD V2 ,https://www.techadvisor.com/review/sandisk-extreme-portable-sdd-v2-3798706/,https://www.techadvisor.com/cmsdata/reviews/3798706/sandisk_extreme_portable_sdd_v2_2020_review_thumb800.jpg,A new and improved portable SSD with an oddly familiar name: the 2020 SanDisk Extreme Portable SDD.,A much better option than the previous Extreme Portable SSD. The new design has double the speed and encryption baked in.,"Pros,Faster than SATA SSDs,USB-A + USB-C,Lightweight","Cons,Costly,Confusing naming",From $119.99
Crucial P5 ,https://www.techadvisor.com/review/crucial-p5-3798703/,https://www.techadvisor.com/cmsdata/reviews/3798703/crucial_p5_09_thumb800.jpg,Crucial's new P5 is an NVMe drive which eclipses the older P2 and many other cheaper SSDs besides.,"Faster than the P2 at most things, but it doesn’t compete with the Samsung 970 EVO Plus for pure speed.","Pros,Quick in some respects,Affordable,Five-year warranty","Cons,Performance on smaller capacity models is poor,Gets warm when pushed hard,4K scores aren’t good",From $54.99 | Model reviewed $149.99
Siemens EQ.6 Plus s100 ,https://www.techadvisor.com/review/siemens-eq6-3702020/,https://www.techadvisor.com/cmsdata/reviews/3702020/siemens-eq6-review_thumb800.jpg,"If you like your espressos and latte macchiatos prepared automatically for you, the EQ.6 Plus bean-to-cup coffee machine should appeal.","A competent, reliable bean-to-cup machine that delivers great-tasting coffee no matter what your preference for the black stuff.",,,
Adidas RPD-01 ,https://www.techadvisor.com/review/adidas-rpd-01-3800999/,https://www.techadvisor.com/cmsdata/reviews/3800999/adidas_rpd-01_review_1_thumb800.jpeg,Adidas is taking on the budget audio market with its fitness-focused RPD-01 neckbuds.,"Adidas' entry-level fitness-focused neckbuds are largely a success, offering a secure-yet-comfortable fit, great battery life and a tempting price tag, even if the battery life is a little on the low side compared to the rest of the Adidas collection. ","Pros,Impressive fit, Great audio quality, Budget friendly","Cons,Long full-charge time, Shorter battery life than other Adidas buds, Awkward media controls",$69.99
3Doodler ,https://www.techadvisor.com/review/3doodler-review-3702075/,https://www.techadvisor.com/cmsdata/reviews/3702075/3doodler-review-start_thumb800.jpg,3Doodler pens offer the chance to play with 3D printing without breaking the bank. Here's our review of Start and Create+,"It's not easy, but with the 3Doodler Start and Create+ you can make 3D models and art. They're cheaper than any 3D printer, but packs of plastic strands are quite expensive.",,,$49.99
Gigabyte Aero 15 OLED (2021) ,https://www.techadvisor.com/review/gigabyte-aero-15-oled-review-3800970/,https://www.techadvisor.com/cmsdata/reviews/3800970/aero-opener_thumb800.jpg,"This extremely powerful, stylish laptop with an Nvidia RTX 30 series graphics chip and a top-notch screen could be a better choice than Apple’s MacBook Pro","Incredible performance for the specs/price and an outstanding screen makes this an excellent choice for creatives working with digital art, design, animation and video.","Pros,Great performance – especially in Photoshop, Fantastic screen, Very well designed, Good price compared to rivals","Cons,Average speakers,Poorly positioned webcam","$2,199"
Moto E6 Plus ,https://www.techadvisor.com/review/moto-e6-plus-3775480/,https://www.techadvisor.com/cmsdata/reviews/3775480/moto_e6_plus_review_thumb800.jpg,Motorola is back with another budget smartphone and the Moto E6 Plus is £50 cheaper than the last model. Find out if it's the cheap phone for you in our full review.,,,,TBC
iPad 10.2in (2019) ,https://www.techadvisor.com/review/ipad-10-2in-2019-3775453/,https://www.techadvisor.com/cmsdata/reviews/3775453/ipad_102_2019_review_home_thumb800.jpg,Apple's low-cost tablet hasn't changed much from the 2018 model but then it's not really aimed at annual upgraders.,,,,$329 (32GB) | $429 (128GB)
Oppo Reno 2 ,https://www.techadvisor.com/review/oppo-reno-2-3776188/,,"The Oppo Reno 2 arrives only six months after the original model. However, there are a number of highlights including the new rear quad camera. Find out if it's enough in our full review.","If you already have any other Oppo smartphone, it's probaby not worth splashing out on the Reno 2. For everyone else, it looks like a good option if you want an Android phone with good cameras, excellent performance and long battery.",,,TBC
Pure DiscovR ,https://www.techadvisor.com/review/pure-discovr-3776207/,https://www.techadvisor.com/cmsdata/reviews/3776207/pure_discovr_review_thumb800.jpg,Pure's first Alexa-enabled device is a compelling package that deserves to be considered among the very best smart speakers. Read why in our full review.,"The Pure DiscovR delivers excellent, room-filling audio in a way that suits you. It has a premium price tag - higher than all of Amazon’s Echo devices - but compensates with a number of great features, some exclusive to this device.",,,
Nextbase 522GW ,https://www.techadvisor.com/review/nextbase-522gw-review-3702604/,https://www.techadvisor.com/cmsdata/reviews/3702604/nextbase-522gw-review_thumb800.jpg,"The 522GW is Nextbase's flagship dash cam and offers built-in Alexa, Emergency SOS calling and a polariser. It's compatible with the add-on rear camera modules, should you want front + rear recording.","The 522GW is very similar to the £20 cheaper 422GW, gaining a bigger touchscreen and adding a polarising filter. If those are on your wishlist, it's worth the extra, but for most people, the 422GW is just as good.",,,$259.99
Lypertek TEVI ,https://www.techadvisor.com/review/lypertek-tevi-3776203/,https://www.techadvisor.com/cmsdata/reviews/3776203/lypertek-tevi-review-main_thumb800.png,A quality pair of wireless earbuds can set you back a pretty penny. Lypertek hopes to change this with its TEVI headphones. We see if they have what it takes in our review.,"If you’re looking for a premium pair of wireless earbuds but baulk at the prices these usually command, then the Lypertek TEVI are for you.","Pros,Great audio, Easy-to-use controls, Fantastic battery life","Cons,Slightly bulky, Occasional connection issues",$89.90
OnePlus 7T ,https://www.techadvisor.com/review/oneplus-7t-3702822/,,"The OnePlus 7T is an impressive upgrade over the standard 7, and it's not just down to a faster processor. Find out what's new in our review.","The OnePlus 7T is quite the upgrade over the standard OnePlus 7, sporting a larger 6.55in display, a bigger battery, improved camera setup and 30W fast charging support. The design is subtle but eye-catching, enhanced by the fourth-gen frosted matte glass finish.",,,$549
Google Pixel 3 XL ,https://www.techadvisor.com/review/google-pixel-3-xl-3684990/,,The Google Pixel 3 XL is an excellent example of a big Android phone and it has one of the best ever smartphone cameras. And it's now much cheaper.,"The Pixel 3 XL is still a decent Android phone despite the introduction of the Pixel 4 range. The display is outstanding, the design is finally premium and the camera is one of the best ever seen on a smartphone. ",,,From $599
Vivo V17 Pro ,https://www.techadvisor.com/review/vivo-v17-pro-3776270/,https://www.techadvisor.com/cmsdata/reviews/3776270/vivo_v17_pro_review_thumb800.jpg,Six cameras and great battery life don’t quite make this phone as attractive as we’d hoped,"Even though it’s well priced and has six versatile cameras, the Vivo V17 Pro is very much geared towards the Chinese market. Its software is a high learning curve for western tastes and tries far too hard to be like iOS, making the phone feel less flexible than Android should.",,,Around $420
1More Triple-Driver BT ,https://www.techadvisor.com/review/1more-triple-driver-bt-3777179/,https://www.techadvisor.com/cmsdata/reviews/3777179/1more_triple_driver_bt_headphones_review_3_thumb800.jpg,"With a premium build quality and impressive audio on offer, the 1More Triple-Driver BT headphones stand out from a sea of neckbuds on the market in 2019.","The 1More Triple-Driver BT headphones combine great build quality and impressive audio without the premium price tag. They aren't quite as smart as others on the market, admittedly, but the audio really does make all the difference. ",,,$129.99
GoDaddy Web Hosting Review,https://www.techadvisor.com/review/godaddy-web-hosting-3697074/,https://www.techadvisor.com/cmsdata/reviews/3697074/Go-Daddy-review_thumb800.jpg,The GoDaddy operation offers a slick and no-nonsense approach to website design with the emphasis on beginners.,We love the ease with which GoDaddy can help you get up and running with your website. There’s no real technical stuff to tackle and the interface is about as simple as it gets.,,,"$5.99 per month (3 years), $8.99 per month thereafter"
Honor 9X ,https://www.techadvisor.com/review/honor-9x-3776643/,https://www.techadvisor.com/cmsdata/reviews/3776643/honor_9x_review_4_thumb800.jpg,Honor continues to prove it's a serious contender in the mid-range market with the Honor 9X - find out more in our full review,"Honor has a record of producing phones that look like flagships, but are actually less than half the price, and the 9X is no exception. With no notch or bezels it delivers a massive full-screen experience, while the back of the phone is equally striking.",,,£249 (approx $320)
Grado Wireless GW100 ,https://www.techadvisor.com/review/grado-wireless-gw100-3777709/,https://www.techadvisor.com/cmsdata/reviews/3777709/grado_gw100_review_1_thumb800.jpg,"Grado's first ever wireless headphones don't stray far from the company's classic sound, which makes them great at home but not on the go","If you love the idea of Grado headphones but can’t countenance a wire in the year of Lord 2019, the Grado GW100 are exactly what you’re looking for. They have all the strengths - and weaknesses - of Grado’s core lineup, but cut the cord.",,,$249
Viofo A119 v3 ,https://www.techadvisor.com/review/viofo-a119-v3-3778067/,,"Viofo’s latest dash cam offers value for money thanks to quality video and the features  you need, such as three parking modes.","If you want good-quality video and recording when your car is parked, the A119 v3 is a great dash cam.",,,$119.95
Vankyo MatrixPad Z4 ,https://www.techadvisor.com/review/vankyo-matrixpad-z4-3777697/,https://www.techadvisor.com/cmsdata/reviews/3777697/vankyo_matrixpad_z4_review_6_thumb800.jpg,"The Z4 is competitively priced, but the user experience is compromised to the extent that it's hard to imagine anyone enjoying using it. Here's our full review.",The dearth of truly budget Android tablets meant Vankyo had a great opportunity to make a name for itself.,,,$99.99
Bose Noise Cancelling Headphones 700 ,https://www.techadvisor.com/review/bose-noise-cancelling-headphones-700-3700810/,https://www.techadvisor.com/cmsdata/reviews/3700810/bose_noise_cancelling_headphones_700_review_thumb800.jpg,"Bose strikes back in the noise cancelling wars with the Headphones 700. But if you come for the king you best not miss, and app irritations stop these from claiming Sony's crown.","The Bose Headphones 700 don't quite do enough to claim the noise cancelling crown. The sound quality is phenomenal - up their with Sony's best - but a price hike combined with an awkward app and some intermittent Bluetooth issues make these over-ear headphones merely good, rather than great.",,,$399.95
Instax Mini Link ,https://www.techadvisor.com/review/instax-mini-link-review-3776239/,https://www.techadvisor.com/cmsdata/reviews/3776239/instax_mini_link_review_2_thumb800.jpg,The Instax Mink Link replaces the Instax Share Smartphone Printer SP-2 as Fujifilm's mini film printer - with a few additional social features,Are all the features on this device necessary? Probably not. But there's definitely something fun to explore with the Instax Mini Link that other instant printers don't offer - though the lack of social media integration is something that the company should definitely rethink.,,,$99.99
Sony WH-1000XM3 ,https://www.techadvisor.com/review/sony-wh-1000xm3-3694350/,https://www.techadvisor.com/cmsdata/reviews/3694350/sony_wh-1000xm3_review_4_thumb800.jpg,Sony continues its reign as the king of noise cancelling with the WH-1000XM3: the best headphones right now thanks to flawless noise cancellation.,"Aside from slightly fiddly touch controls, there’s really very little to complain about here. The noise cancellation is still absolutely unmatched, and it’s backed up by audio that’s almost as good.",,,$349.99
Nokia 7.2 ,https://www.techadvisor.com/review/nokia-7-2-3701765/,https://www.techadvisor.com/cmsdata/reviews/3701765/nokia_7_2_review_4_thumb800.jpg,"The Nokia 7.2 looks good, but uninspired internals and a hit-and-miss camera array let it down. Here's our full review.",The design of the Nokia 7.2 is eye-catching and unique compared to most of the competition - for better or for worse - with a fairly angular design and a glass back that refracts the light to provide a high-end look.,,,TBC
Instax Mini 9 ,https://www.techadvisor.com/review/instax-mini-9-3700953/,https://www.techadvisor.com/cmsdata/reviews/3700953/fujifilm_instax_mini_9_review_4_thumb800.jpg,"The Instax Mini 9 is by far the cheapest instant camera on the market, and a great beginners camera or stocking filler. But the drop in price does mean that the quality of photos are not the best",,,,$69.99
Fitbit Aria Air ,https://www.techadvisor.com/review/fitbit-aria-air-3778980/,https://www.techadvisor.com/cmsdata/reviews/3778980/fitbit-aria-air-scale_thumb800.jpg,Fitbit Aria Air or more expensive Aria 2? What's the difference?,"Fitbit's Aria Air scale is less than half the price of the Aria 2, but lacks the body fat percentage measurement of the pricier Fitbit scale. If you want a basic scale to sync wirelessly with your Fitbit app, the Aria Air does what you require.","Pros,Cheaper than the Aria 2","Cons,Only really tells you your weight",$49.95
Instax Square SQ6 ,https://www.techadvisor.com/review/instax-square-sq6-3677821/,https://www.techadvisor.com/cmsdata/reviews/3677821/instax_sq6_btw_review_thumb800.jpg,Instax's first analogue square format camera packs everything you want from an instant camera into one surprisingly affordable device. Here's what we think of the Instax Square SQ6.,"An attractive, retro-tinged design and solid feature set are enough to make the Instax SQ6 an easy recommendation - throw in the low price point and it becomes one of the best instant cameras on the market right now. If you want to shoot square format instant prints without breaking the bank, this is probably the camera for you.",,,$129.95
Microsoft Surface Laptop 3 Review,https://www.techadvisor.com/review/surface-laptop-3-3776997/,https://www.techadvisor.com/cmsdata/reviews/3776997/surface_laptop_3_13_closed_ports_closeup_thumb800.jpg,"Despite finally embracing USB-C and a new larger 15in model to choose between, the Surface Laptop 3 still has work to do to become best-in-class","The new sizes, finishes, processor configurations and additional features like fast-charging all make this the most versatile generation of Surface Laptop yet.",,,From $999 (13.5in) | From $1199 (15in)
Samsung Galaxy A70 ,https://www.techadvisor.com/review/samsung-galaxy-a70-3694953/,https://www.techadvisor.com/cmsdata/reviews/3694953/samsung_galaxy_a70_review_thumb800.jpg,The Samsung Galaxy A70 brings triple cameras and an OLED screen at a mid-range price. Here’s our full review.,"The Samsung Galaxy A70 gets enough right to make it a good buy at its price. Its huge OLED screen is perfect for watching video, the phone looks great and Samsung’s software may appeal more than some of the Chinese rivals that offer a little more for your money.",,,Price TBC
Nescafe Dolce Gusto Piccolo XS ,https://www.techadvisor.com/review/nescafe-dolce-gusto-piccolo-review-3779652/,https://www.techadvisor.com/cmsdata/reviews/3779652/nescafe_dolce_gusto_coffee_machine_review_thumb800.jpg,The Piccolo XS is a no-frills capsule coffee maker. But is it perfectly straightforward or altogether too basic? Read our review to find out more.,,,,Not currently available in the US
